title,description,Genre,Actors,Poster,imdb_score,tags
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,"Part documentary, part concert film, part fever dream, this film captures the troubled spirit of America in 1975 and the joyous music that Dylan performed during the fall of that year.","Documentary, Biography, History, Music","Patti Smith, Bob Dylan, Martin von Haselberg, Allen Ginsberg",https://m.media-amazon.com/images/M/MV5BZjNlODJmY2QtYWI3MS00NmY3LTg0NmItMjAyOTBiOWMyNGFiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg,7.6,"Part documentary, part concert film, part fever dream, this film captures the troubled spirit of America in 1975 and the joyous music that Dylan performed during the fall of that year.MOVIEDocumentary, Biography, History, MusicUSPatti Smith, Bob Dylan, Martin von Haselberg, Allen Ginsberg"
Lost Bullet,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.","Action, Crime, Thriller","Ramzy Bedia, Nicolas Duvauchelle, Stéfi Celma, Alban Lenoir",https://m.media-amazon.com/images/M/MV5BN2M5MzE4NTMtMDNmOC00ZDQyLTkwYjUtZWY5ZDQ1MjYwNDZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,6.3,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.MOVIEAction, Crime, ThrillerBE, FRRamzy Bedia, Nicolas Duvauchelle, Stéfi Celma, Alban Lenoir"
The Vanished,"A family vacation takes a terrifying turn when parents Paul and Wendy discover their young daughter has vanished without a trace. Stopping at nothing to find her, the search for the truth leads to a shocking revelation.","Crime, Mystery, Thriller","Soo-jin Kyung, Kim Sang-kyung, Hee-ae Kim, Kang-woo Kim",https://m.media-amazon.com/images/M/MV5BOTI2ZGZlMWQtOTAwZC00MjJlLTk4YWItODhkNjc0NDRkNGI3XkEyXkFqcGdeQXVyNzkxOTc5NTY@._V1_SX300.jpg,5.7,"A family vacation takes a terrifying turn when parents Paul and Wendy discover their young daughter has vanished without a trace. Stopping at nothing to find her, the search for the truth leads to a shocking revelation.MOVIECrime, Mystery, ThrillerUSSoo-jin Kyung, Kim Sang-kyung, Hee-ae Kim, Kang-woo Kim"
Children of the Sea,"Ruka is a young girl whose parents are separated and whose father works in an aquarium. When two boys, Umi and Sora, who were raised in the sea by dugongs, are brought to the aquarium, Ruka feels drawn to them and begins to realize that she has the same sort of supernatural connection to the ocean that they do. Umi and Sora's special power seems to be connected to strange events that have been occurring more and more frequently, such as the appearance of sea creatures far from their home territory and the disappearance of aquarium animals around the world. However, the exact nature of the boys' power and of the abnormal events is unknown, and Ruka gets drawn into investigating the mystery that surrounds her new friends.","Animation, Adventure, Drama, Family, Fantasy, Mystery","Win Morisaki, Seishû Uragami, Mana Ashida, Hiiro Ishibashi",https://m.media-amazon.com/images/M/MV5BN2M4OWIzMjgtMmIzZS00ZmEzLTkwNWUtNTFmZGIwMzQyZjdmXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_SX300.jpg,6.5,"Ruka is a young girl whose parents are separated and whose father works in an aquarium. When two boys, Umi and Sora, who were raised in the sea by dugongs, are brought to the aquarium, Ruka feels drawn to them and begins to realize that she has the same sort of supernatural connection to the ocean that they do. Umi and Sora's special power seems to be connected to strange events that have been occurring more and more frequently, such as the appearance of sea creatures far from their home territory and the disappearance of aquarium animals around the world. However, the exact nature of the boys' power and of the abnormal events is unknown, and Ruka gets drawn into investigating the mystery that surrounds her new friends.MOVIEAnimation, Adventure, Drama, Family, Fantasy, MysteryJPWin Morisaki, Seishû Uragami, Mana Ashida, Hiiro Ishibashi"
1BR,"When Sarah lucks into a sweet one-bedroom at Asilo Del Mar Apartments in Los Angeles, she think she's hit the jackpot. It's got plenty of space, friendly tenants, group BBQs and even a cute neighbour next door. All is not what it seems: loud noises start keeping her awake at night; her cat is missing; everyone seems to be a little too helpful and friendly, except for the weirdo, Lester. Soon, Sarah learns she didn't choose this apartment — it chose her.","Drama, Horror, Thriller","Nicole Brydon Bloom, Alan Blumenfeld, Taylor Nichols, Giles Matthey",https://m.media-amazon.com/images/M/MV5BNDgxY2M1MjctNzU0Yy00NjkxLTgxZGYtYzZjOGUxOWZlNWRlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,5.8,"When Sarah lucks into a sweet one-bedroom at Asilo Del Mar Apartments in Los Angeles, she think she's hit the jackpot. It's got plenty of space, friendly tenants, group BBQs and even a cute neighbour next door. All is not what it seems: loud noises start keeping her awake at night; her cat is missing; everyone seems to be a little too helpful and friendly, except for the weirdo, Lester. Soon, Sarah learns she didn't choose this apartment — it chose her.MOVIEDrama, Horror, ThrillerUSNicole Brydon Bloom, Alan Blumenfeld, Taylor Nichols, Giles Matthey"
Bill Burr: Paper Tiger,"Comedian Bill Burr talks male feminists, outrage culture, robot sex, and cultural appropriation in this standup comedy special shot in London.",Comedy,Bill Burr,https://m.media-amazon.com/images/M/MV5BMjJhNGU1NGQtMDdiNi00ZmE2LTgwMDEtNWFiNTZlZWVmODJjXkEyXkFqcGdeQXVyOTQ5Nzg2MTU@._V1_SX300.jpg,8.1,"Comedian Bill Burr talks male feminists, outrage culture, robot sex, and cultural appropriation in this standup comedy special shot in London.MOVIEComedyGB, USBill Burr"
The Silence of Others,"The story of the tortuous struggle against the silence of the victims of the dictatorship imposed by General Franco after the victory of the rebel side in the Spanish Civil War (1936-1975). In a democratic country, but still ideologically divided, the survivors seek justice as they organize the so-called “Argentinian lawsuit” and denounce the legally sanctioned pact of oblivion that intends to hide the crimes they were subjects of.",Documentary,"Adolf Hitler, Francisco Franco, José María Galante, María Martín",https://m.media-amazon.com/images/M/MV5BZWRhNWVmNWItMjRiOS00NDdiLWExNzgtMmE3Y2FiNzVkNGIyXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg,8.0,"The story of the tortuous struggle against the silence of the victims of the dictatorship imposed by General Franco after the victory of the rebel side in the Spanish Civil War (1936-1975). In a democratic country, but still ideologically divided, the survivors seek justice as they organize the so-called “Argentinian lawsuit” and denounce the legally sanctioned pact of oblivion that intends to hide the crimes they were subjects of.MOVIEDocumentaryFR, ES, US, CAAdolf Hitler, Francisco Franco, José María Galante, María Martín"
A Whisker Away,"Miyo ""Muge"" Sasaki is a peculiar second-year junior high student who has fallen in love with her classmate Kento Hinode. Muge resolutely pursues Kento every day, but he takes no notice of her. Nevertheless, while carrying a secret she can tell no one, Muge continues to pursue Kento. Muge discovers a magic mask that allows her to transform into a cat named Tarō. The magic lets Muge get close to Kento, but eventually it may also make her unable to transform back to a human.","Animation, Adventure, Family, Fantasy, Romance","Johnny Yong Bosch, Mirai Shida, Natsuki Hanae, Bob Buchholz",https://m.media-amazon.com/images/M/MV5BNDI5ODBhYzMtNDc4Yi00NjEwLWJiZWUtMGE2Mzc4MGVjN2E0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,6.7,"Miyo ""Muge"" Sasaki is a peculiar second-year junior high student who has fallen in love with her classmate Kento Hinode. Muge resolutely pursues Kento every day, but he takes no notice of her. Nevertheless, while carrying a secret she can tell no one, Muge continues to pursue Kento. Muge discovers a magic mask that allows her to transform into a cat named Tarō. The magic lets Muge get close to Kento, but eventually it may also make her unable to transform back to a human.MOVIEAnimation, Adventure, Family, Fantasy, RomanceJPJohnny Yong Bosch, Mirai Shida, Natsuki Hanae, Bob Buchholz"
Lost Girls,"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers.","Drama, Mystery, Thriller","Gabriel Byrne, Lola Kirke, Amy Ryan, Thomasin McKenzie",https://m.media-amazon.com/images/M/MV5BMWNkOWNlNmEtYmRhZC00ZGRjLWIwZjgtMTJiNDhhNTg2YjkzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,6.1,"When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers.MOVIEDrama, Mystery, ThrillerUSGabriel Byrne, Lola Kirke, Amy Ryan, Thomasin McKenzie"
We Can Be Heroes,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.",Comedy,"Chung Jade Koh, Jennifer Byrne, Chris Lilley, Mick Graham",https://m.media-amazon.com/images/M/MV5BMTM1ODY2ODAwNl5BMl5BanBnXkFtZTcwNzE2MDg5MQ@@._V1_SX300.jpg,4.7,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.MOVIEComedyUSChung Jade Koh, Jennifer Byrne, Chris Lilley, Mick Graham"
Tell Me Who I Am,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.","Documentary, Drama, Mystery","Marcus Lewis, Evan Milton, Alex Lewis, Andrew Caley",https://m.media-amazon.com/images/M/MV5BOGNhNzA5MjYtNTBmMS00ZWEzLWFmODMtMjM5ZWY1M2RlODk5XkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_SX300.jpg,7.6,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.MOVIEDocumentary, Drama, MysteryGBMarcus Lewis, Evan Milton, Alex Lewis, Andrew Caley"
Paddleton,An unlikely friendship between two neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,"Comedy, Drama","Mark Duplass, Ray Romano, Christine Woods, Jen Sung",https://m.media-amazon.com/images/M/MV5BYjE5OTQxZWEtZjFjYS00ZjQxLWExMGYtNTI2N2QwN2ZkZTE4XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,7.1,"An unlikely friendship between two neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.MOVIEComedy, DramaUSMark Duplass, Ray Romano, Christine Woods, Jen Sung"
Vampires vs. the Bronx,Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.,"Comedy, Horror","Gerald Jones III, Jaden Michael, Sarah Gadon, Gregory Diaz IV",https://m.media-amazon.com/images/M/MV5BNDlkNjZmMTQtNTRlMy00NDcxLWFhYWMtYmQyYTI5NTAwOTAzXkEyXkFqcGdeQXVyMTQ4OTc2Nzc@._V1_SX300.jpg,5.7,"Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.MOVIEComedy, HorrorUSGerald Jones III, Jaden Michael, Sarah Gadon, Gregory Diaz IV"
The Life Ahead,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.",Drama,"Renato Carpentieri, Ibrahima Gueye, Sophia Loren, Iosif Diego Pirvu",https://m.media-amazon.com/images/M/MV5BMjE4MGM3YjAtNDk2MS00Mjc5LTk0NTctYzNkZDE4NWI1MWVjXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,6.8,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.MOVIEDramaUS, ITRenato Carpentieri, Ibrahima Gueye, Sophia Loren, Iosif Diego Pirvu"
Project Power,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.","Action, Crime, Sci-Fi, Thriller","Joseph Gordon-Levitt, Dominique Fishback, Jamie Foxx, Rodrigo Santoro",https://m.media-amazon.com/images/M/MV5BYzBhOWU4ODAtZDYzYi00NDU1LWIzZWUtNDZmMDgxODljZTVmXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg,6.0,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.MOVIEAction, Crime, Sci-Fi, ThrillerUSJoseph Gordon-Levitt, Dominique Fishback, Jamie Foxx, Rodrigo Santoro"
A Fall from Grace,"When a law-abiding woman gets indicted for murdering her husband, her lawyer soon realizes that a larger conspiracy may be at work.","Drama, Fantasy, Thriller","Mehcad Brooks, Crystal Fox, Bresha Webb, Phylicia Rashad",https://m.media-amazon.com/images/M/MV5BNDM2YjliZDUtZWUzYi00ZDY4LWJlMTEtZGZiZDViZjJiMTllXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,5.8,"When a law-abiding woman gets indicted for murdering her husband, her lawyer soon realizes that a larger conspiracy may be at work.MOVIEDrama, Fantasy, ThrillerUSMehcad Brooks, Crystal Fox, Bresha Webb, Phylicia Rashad"
Hubie Halloween,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.","Comedy, Fantasy, Mystery","Julie Bowen, Ray Liotta, Adam Sandler, Kevin James",https://m.media-amazon.com/images/M/MV5BMTE0N2EyMzgtMWJhZS00ZWNmLThjZmQtMjcxYTk1NTJiMGVkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,5.2,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.MOVIEComedy, Fantasy, MysteryUSJulie Bowen, Ray Liotta, Adam Sandler, Kevin James"
Secret Obsession,"Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember.",Thriller,"Ashley Scott, Dennis Haysbert, Mike Vogel, Brenda Song",https://m.media-amazon.com/images/M/MV5BM2QxZjE1NjktNTU4Zi00MWJhLWEyMDEtMmM3MDZkYTQ3NjVlXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_SX300.jpg,4.4,"Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember.MOVIEThrillerUSAshley Scott, Dennis Haysbert, Mike Vogel, Brenda Song"
See You Yesterday,"As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past.","Action, Adventure, Crime, Drama, Sci-Fi, Thriller","Astro, Marsha Stephanie Blake, Dante Crichlow, Eden Duncan-Smith",https://m.media-amazon.com/images/M/MV5BYzU3ODc1NzAtZWIwYy00YTdjLWEwZDItY2Y1ZGIyMmY0Yzc4XkEyXkFqcGdeQXVyMjIxNjgxNTA@._V1_SX300.jpg,5.2,"As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past.MOVIEAction, Adventure, Crime, Drama, Sci-Fi, ThrillerUSAstro, Marsha Stephanie Blake, Dante Crichlow, Eden Duncan-Smith"
Miss Americana,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.","Documentary, Biography, Music","Andrea Swift, Joel Little, Taylor Swift, Scott Swift",https://m.media-amazon.com/images/M/MV5BYzE5MTM2M2EtNzIzNy00M2NiLWE1N2EtNGFkZDAxMWEwOWU3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,7.4,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.MOVIEDocumentary, Biography, MusicUSAndrea Swift, Joel Little, Taylor Swift, Scott Swift"
The Babysitter: Killer Queen,"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.","Comedy, Horror","Jenna Ortega, Samara Weaving, Judah Lewis, Emily Alyn Lind",https://m.media-amazon.com/images/M/MV5BMWEwMDU3MWUtZTdiMy00Yjg5LWFiNWYtYTRmZGExNzk5YjQ2XkEyXkFqcGdeQXVyNTUwOTkzMzY@._V1_SX300.jpg,5.8,"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.MOVIEComedy, HorrorUSJenna Ortega, Samara Weaving, Judah Lewis, Emily Alyn Lind"
To All the Boys: P.S. I Still Love You,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,"Comedy, Drama, Romance","Lana Condor, Noah Centineo, Jordan Fisher, Anna Cathcart",https://m.media-amazon.com/images/M/MV5BYWM4N2U3ZmItZTdlNi00ZmU5LWIyZmItYTI2MGU0ZmQ4N2UwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,6.0,"Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.MOVIEComedy, Drama, RomanceUSLana Condor, Noah Centineo, Jordan Fisher, Anna Cathcart"
The Forty-Year-Old Version,"Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.","Comedy, Drama","Peter Kim, Oswin Benjamin, Imani Lewis, Radha Blank",https://m.media-amazon.com/images/M/MV5BMWQwNWFmYWEtZjU1NC00Mjk3LTgzZGQtNTJhODU5OTkxYzhhXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg,7.2,"Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.MOVIEComedy, DramaUSPeter Kim, Oswin Benjamin, Imani Lewis, Radha Blank"
The Willoughbys,"When the four Willoughby children are abandoned by their selfish parents, they must learn how to adapt their Old-Fashioned values to the contemporary world in order to create something new: The Modern Family.","Animation, Adventure, Comedy, Family","Alessia Cara, Will Forte, Maya Rudolph, Terry Crews",https://m.media-amazon.com/images/M/MV5BYmRjMzhiY2YtNTIwNi00ZjIyLTk0M2UtMGU2NzVlYTZkYzg1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,6.3,"When the four Willoughby children are abandoned by their selfish parents, they must learn how to adapt their Old-Fashioned values to the contemporary world in order to create something new: The Modern Family.MOVIEAnimation, Adventure, Comedy, FamilyCAAlessia Cara, Will Forte, Maya Rudolph, Terry Crews"
Miles Davis: Birth of the Cool,"A visionary, innovator, and originator who defied categorization and embodied the word cool—a foray into the life and career of musical and cultural icon Miles Davis.","Documentary, Biography, Music","Carl Lumbly, Reginald Petty, Quincy Troupe, Miles Davis",https://m.media-amazon.com/images/M/MV5BMTgxNzgwNTI3N15BMl5BanBnXkFtZTgwNDg1ODAyNzM@._V1_SX300.jpg,7.4,"A visionary, innovator, and originator who defied categorization and embodied the word cool—a foray into the life and career of musical and cultural icon Miles Davis.MOVIEDocumentary, Biography, MusicUSCarl Lumbly, Reginald Petty, Quincy Troupe, Miles Davis"
High Flying Bird,"During an NBA lockout, a sports agent, Ray Burke, presents his rookie client, Erick Scott, with an intriguing and controversial business opportunity.","Drama, Sport","Eddie Tavares, Farah Bala, André Holland, Melvin Gregg",https://m.media-amazon.com/images/M/MV5BMTk1NDI2MzEyNF5BMl5BanBnXkFtZTgwODk3ODQyNzM@._V1_SX300.jpg,6.2,"During an NBA lockout, a sports agent, Ray Burke, presents his rookie client, Erick Scott, with an intriguing and controversial business opportunity.MOVIEDrama, SportUSEddie Tavares, Farah Bala, André Holland, Melvin Gregg"
Taylor Tomlinson: Quarter-Life Crisis,"Comedian Taylor Tomlinson is halfway through her 20s — and she's over it. From dating losers to a failed engagement, she takes aim at her life choices.",Comedy,Taylor Tomlinson,https://m.media-amazon.com/images/M/MV5BNmE1Y2ViY2YtMjU5OS00YmE0LWI3ZjktYWM2NDUxN2RhNjNjXkEyXkFqcGdeQXVyMzE4NjMwMjc@._V1_SX300.jpg,7.4,"Comedian Taylor Tomlinson is halfway through her 20s — and she's over it. From dating losers to a failed engagement, she takes aim at her life choices.MOVIEComedyUSTaylor Tomlinson"
Wasp Network,"Havana, Cuba, 1990. René González, an airplane pilot, unexpectedly flees the country, leaving behind his wife Olga and his daughter Irma, and begins a new life in Miami, where he becomes a member of an anti-Castro organization.","Crime, Drama, Thriller","Ana de Armas, Gael García Bernal, Penélope Cruz, Edgar Ramírez",https://m.media-amazon.com/images/M/MV5BZjI4MGJmNWUtZDFlNy00OTMzLWEyZWMtMDg4ODdmZDg1YmUxXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_SX300.jpg,5.9,"Havana, Cuba, 1990. René González, an airplane pilot, unexpectedly flees the country, leaving behind his wife Olga and his daughter Irma, and begins a new life in Miami, where he becomes a member of an anti-Castro organization.MOVIECrime, Drama, ThrillerBR, FR, ES, BEAna de Armas, Gael García Bernal, Penélope Cruz, Edgar Ramírez"
Close,"A counter-terrorism expert takes a job protecting a young heiress. After an attempted kidnapping puts both of their lives in danger, they must flee.","Action, Drama, Thriller","Olivia Jewson, Noomi Rapace, Sophie Nélisse, Abdellatif Chaouqi",https://m.media-amazon.com/images/M/MV5BYzI5OTUzZjktMDE4Zi00YjE3LWIzNWQtNDFjZWQyMDVkY2I1XkEyXkFqcGdeQXVyMTg1MzYyMzQ@._V1_SX300.jpg,5.7,"A counter-terrorism expert takes a job protecting a young heiress. After an attempted kidnapping puts both of their lives in danger, they must flee.MOVIEAction, Drama, ThrillerGB, USOlivia Jewson, Noomi Rapace, Sophie Nélisse, Abdellatif Chaouqi"
Making The Witcher,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series. Go behind the monsters, the ballads and every bit of magic that went into bringing The Witcher's Continent to life.",Documentary,"Tomasz Baginski, Lauren Schmidt, Henry Cavill, Andrew Laws",https://m.media-amazon.com/images/M/MV5BNmE2ZmQ3MjgtMjI5Yi00OTBmLWEyMWEtMDUwZmRhNjM3ZDRiXkEyXkFqcGdeQXVyMjk2MTQxMzg@._V1_SX300.jpg,6.8,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series. Go behind the monsters, the ballads and every bit of magic that went into bringing The Witcher's Continent to life.MOVIEDocumentaryGBTomasz Baginski, Lauren Schmidt, Henry Cavill, Andrew Laws"
I Am Woman,"The story of Helen Reddy, who, in 1966, landed in New York with her three-year-old daughter, a suitcase, and $230 in her pocket. Within weeks, she was broke. Within months, she was in love. Within five years, she was one of the biggest superstars of her time and an icon of the 1970s feminist movement who wrote a song which galvanized a generation of women to fight for change.","Biography, Drama, Music, Romance","Tilda Cobham-Hervey, Chris Parnell, Evan Peters, Danielle Macdonald",https://m.media-amazon.com/images/M/MV5BNTNiMmFlMWUtNzI1OC00NDA0LTgxZWYtOWEyOTIwM2E4MDMwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.6,"The story of Helen Reddy, who, in 1966, landed in New York with her three-year-old daughter, a suitcase, and $230 in her pocket. Within weeks, she was broke. Within months, she was in love. Within five years, she was one of the biggest superstars of her time and an icon of the 1970s feminist movement who wrote a song which galvanized a generation of women to fight for change.MOVIEBiography, Drama, Music, RomanceAUTilda Cobham-Hervey, Chris Parnell, Evan Peters, Danielle Macdonald"
Cuties,"Amy, an 11-year-old girl, joins a group of dancers named “the cuties” at school, and rapidly grows aware of her burgeoning femininity—upsetting her mother and her values in the process.",Drama,"Médina El Aidi-Azouni, Fathia Youssouf, Esther Gohourou, Ilanah Cami-Goursolas",https://m.media-amazon.com/images/M/MV5BYzZiMTMzMDUtMzVmOS00ODZjLThiNDQtNmY2NzIxZjBmZGM4XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_SX300.jpg,3.3,"Amy, an 11-year-old girl, joins a group of dancers named “the cuties” at school, and rapidly grows aware of her burgeoning femininity—upsetting her mother and her values in the process.MOVIEDramaFRMédina El Aidi-Azouni, Fathia Youssouf, Esther Gohourou, Ilanah Cami-Goursolas"
The Boys in the Band,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",Drama,"Andrew Rannells, Zachary Quinto, Jim Parsons, Matt Bomer",https://m.media-amazon.com/images/M/MV5BMDkyODhlYmUtZWU1OS00NWVhLTk3MjMtMDRjZjBiYTc0OWRhXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg,6.8,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.MOVIEDramaUSAndrew Rannells, Zachary Quinto, Jim Parsons, Matt Bomer"
Let It Snow,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.","Comedy, Romance","Liv Hewson, Isabela Merced, Odeya Rush, Shameik Moore",https://m.media-amazon.com/images/M/MV5BYTQ0MDdkOGQtMzllMy00NWExLWI0NGItNzA5N2ZlMzgyM2JlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,5.8,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.MOVIEComedy, RomanceUSLiv Hewson, Isabela Merced, Odeya Rush, Shameik Moore"
Disclosure,"An investigation of how Hollywood's fabled stories have deeply influenced how Americans feel about transgender people, and how transgender people have been taught to feel about themselves.","Drama, Thriller","Donald Sutherland, Demi Moore, Michael Douglas, Caroline Goodall",https://m.media-amazon.com/images/M/MV5BYzhkNjE2YTQtYWQzNS00ZTkwLTg4YzAtNjNlYTRlMGEzYjcxL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,8.2,"An investigation of how Hollywood's fabled stories have deeply influenced how Americans feel about transgender people, and how transgender people have been taught to feel about themselves.MOVIEDrama, ThrillerUSDonald Sutherland, Demi Moore, Michael Douglas, Caroline Goodall"
Lying and Stealing,"Ivan steals art for the Greek. He wants out but can he? He meets an actress at two of his ""jobs"". She has her own problems but helps him.","Crime, Drama","Theo James, Fred Melamed, Ebon Moss-Bachrach, Emily Ratajkowski",https://m.media-amazon.com/images/M/MV5BMjc1YTg2OGItMDI3Zi00ODcxLTg1NWQtMTk4OGU4ZmYwYThkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,5.4,"Ivan steals art for the Greek. He wants out but can he? He meets an actress at two of his ""jobs"". She has her own problems but helps him.MOVIECrime, DramaUSTheo James, Fred Melamed, Ebon Moss-Bachrach, Emily Ratajkowski"
Becoming,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others.",Documentary,"Barack Obama, Gayle King, Adrian K. Collins, Michelle Obama",https://m.media-amazon.com/images/M/MV5BZjU4ZGMyM2QtZjIzNy00NWU5LTlkNjUtNjc3MjJhZmQyZjZiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,6.8,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others.MOVIEDocumentaryUSBarack Obama, Gayle King, Adrian K. Collins, Michelle Obama"
Athlete A,Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.,"Documentary, Crime, Sport","Steve Berta, Maggie Nichols, Gina Nichols, John Nichols",https://m.media-amazon.com/images/M/MV5BZGQ2Y2NhMGMtNzFlNS00OTU3LTg4NmYtMzEyODhkZDAxMTk1XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg,7.6,"Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.MOVIEDocumentary, Crime, SportUSSteve Berta, Maggie Nichols, Gina Nichols, John Nichols"
